Entity,Code,Date,Case fatality rate of COVID-19 (%) (Only observations with ≥100 cases) (%)
Congo,COG,"May 1, 2020",4.091
Congo,COG,"May 2, 2020",4.367
Congo,COG,"May 3, 2020",4.367
Congo,COG,"May 4, 2020",4.367
Congo,COG,"May 5, 2020",4.237
Congo,COG,"May 6, 2020",4.237
Congo,COG,"May 7, 2020",3.788
Congo,COG,"May 8, 2020",3.65
Congo,COG,"May 9, 2020",3.484
Congo,COG,"May 10, 2020",3.484
Congo,COG,"May 11, 2020",3.484
Congo,COG,"May 12, 2020",3.303
Congo,COG,"May 13, 2020",3.303
Congo,COG,"May 14, 2020",3.226
Congo,COG,"May 15, 2020",3.836
Congo,COG,"May 16, 2020",3.836
Congo,COG,"May 17, 2020",3.641
Costa Rica,CRI,"Mar 21, 2020",1.77
Costa Rica,CRI,"Mar 22, 2020",1.709
Costa Rica,CRI,"Mar 23, 2020",1.493
Costa Rica,CRI,"Mar 24, 2020",1.266
Costa Rica,CRI,"Mar 25, 2020",1.13
Costa Rica,CRI,"Mar 26, 2020",0.995
Costa Rica,CRI,"Mar 27, 2020",0.866
Costa Rica,CRI,"Mar 28, 2020",0.76
Costa Rica,CRI,"Mar 29, 2020",0.678
Costa Rica,CRI,"Mar 30, 2020",0.637
Costa Rica,CRI,"Mar 31, 2020",0.606
Costa Rica,CRI,"Apr 1, 2020",0.576
Costa Rica,CRI,"Apr 2, 2020",0.533
Costa Rica,CRI,"Apr 3, 2020",0.505
Costa Rica,CRI,"Apr 4, 2020",0.481
Costa Rica,CRI,"Apr 5, 2020",0.46
Costa Rica,CRI,"Apr 6, 2020",0.441
Costa Rica,CRI,"Apr 7, 2020",0.428
Costa Rica,CRI,"Apr 8, 2020",0.414
Costa Rica,CRI,"Apr 9, 2020",0.398
Costa Rica,CRI,"Apr 10, 2020",0.557
Costa Rica,CRI,"Apr 11, 2020",0.538
Costa Rica,CRI,"Apr 12, 2020",0.52
Costa Rica,CRI,"Apr 13, 2020",0.504
Costa Rica,CRI,"Apr 14, 2020",0.49
Costa Rica,CRI,"Apr 15, 2020",0.485
Costa Rica,CRI,"Apr 16, 2020",0.639
Costa Rica,CRI,"Apr 17, 2020",0.623
Costa Rica,CRI,"Apr 18, 2020",0.616
Costa Rica,CRI,"Apr 19, 2020",0.611
Costa Rica,CRI,"Apr 20, 2020",0.606
Costa Rica,CRI,"Apr 21, 2020",0.906
Costa Rica,CRI,"Apr 22, 2020",0.897
Costa Rica,CRI,"Apr 23, 2020",0.881
Costa Rica,CRI,"Apr 24, 2020",0.873
Costa Rica,CRI,"Apr 25, 2020",0.873
Costa Rica,CRI,"Apr 26, 2020",0.866
Costa Rica,CRI,"Apr 27, 2020",0.863
Costa Rica,CRI,"Apr 28, 2020",0.861
Costa Rica,CRI,"Apr 29, 2020",0.851
Costa Rica,CRI,"Apr 30, 2020",0.842
Costa Rica,CRI,"May 1, 2020",0.834
Costa Rica,CRI,"May 2, 2020",0.828
Costa Rica,CRI,"May 3, 2020",0.819
Costa Rica,CRI,"May 4, 2020",0.812
Costa Rica,CRI,"May 5, 2020",0.809
Costa Rica,CRI,"May 6, 2020",0.795
Costa Rica,CRI,"May 7, 2020",0.788
Costa Rica,CRI,"May 8, 2020",0.784
Costa Rica,CRI,"May 9, 2020",0.776
Costa Rica,CRI,"May 10, 2020",0.769
Costa Rica,CRI,"May 11, 2020",0.758
Costa Rica,CRI,"May 12, 2020",0.874
Costa Rica,CRI,"May 13, 2020",0.871
Costa Rica,CRI,"May 14, 2020",0.859
Costa Rica,CRI,"May 15, 2020",0.964
Costa Rica,CRI,"May 16, 2020",0.949
Costa Rica,CRI,"May 17, 2020",1.172
Cote d'Ivoire,CIV,"Mar 28, 2020",0
Cote d'Ivoire,CIV,"Mar 29, 2020",0
Cote d'Ivoire,CIV,"Mar 30, 2020",0.606
Cote d'Ivoire,CIV,"Mar 31, 2020",0.595
Cote d'Ivoire,CIV,"Apr 1, 2020",0.595
Cote d'Ivoire,CIV,"Apr 2, 2020",0.526
Cote d'Ivoire,CIV,"Apr 3, 2020",0.515
Cote d'Ivoire,CIV,"Apr 4, 2020",0.459
Cote d'Ivoire,CIV,"Apr 5, 2020",0.816
Cote d'Ivoire,CIV,"Apr 6, 2020",1.149
Cote d'Ivoire,CIV,"Apr 7, 2020",0.929
Cote d'Ivoire,CIV,"Apr 8, 2020",0.86
Cote d'Ivoire,CIV,"Apr 9, 2020",0.781
Cote d'Ivoire,CIV,"Apr 10, 2020",0.676
Cote d'Ivoire,CIV,"Apr 11, 2020",0.625
Cote d'Ivoire,CIV,"Apr 12, 2020",0.75
Cote d'Ivoire,CIV,"Apr 13, 2020",0.871
Cote d'Ivoire,CIV,"Apr 14, 2020",0.958
Cote d'Ivoire,CIV,"Apr 15, 2020",0.958
Cote d'Ivoire,CIV,"Apr 16, 2020",0.917
Cote d'Ivoire,CIV,"Apr 17, 2020",0.872
Cote d'Ivoire,CIV,"Apr 18, 2020",0.809
Cote d'Ivoire,CIV,"Apr 19, 2020",0.999
Cote d'Ivoire,CIV,"Apr 20, 2020",1.063
Cote d'Ivoire,CIV,"Apr 21, 2020",1.138
Cote d'Ivoire,CIV,"Apr 22, 2020",1.419
Cote d'Ivoire,CIV,"Apr 23, 2020",1.471
Cote d'Ivoire,CIV,"Apr 24, 2020",1.394
Cote d'Ivoire,CIV,"Apr 25, 2020",1.3
Cote d'Ivoire,CIV,"Apr 26, 2020",1.26
Cote d'Ivoire,CIV,"Apr 27, 2020",1.217
Cote d'Ivoire,CIV,"Apr 28, 2020",1.203
Cote d'Ivoire,CIV,"Apr 29, 2020",1.183
Cote d'Ivoire,CIV,"Apr 30, 2020",1.131
Cote d'Ivoire,CIV,"May 1, 2020",1.098
Cote d'Ivoire,CIV,"May 2, 2020",1.125
Cote d'Ivoire,CIV,"May 3, 2020",1.101
Cote d'Ivoire,CIV,"May 4, 2020",1.216
Cote d'Ivoire,CIV,"May 5, 2020",1.187
Cote d'Ivoire,CIV,"May 6, 2020",1.23
Cote d'Ivoire,CIV,"May 7, 2020",1.187
Cote d'Ivoire,CIV,"May 8, 2020",1.273
Cote d'Ivoire,CIV,"May 9, 2020",1.248
Cote d'Ivoire,CIV,"May 10, 2020",1.26
Cote d'Ivoire,CIV,"May 11, 2020",1.235
Cote d'Ivoire,CIV,"May 12, 2020",1.214
Cote d'Ivoire,CIV,"May 13, 2020",1.131
Cote d'Ivoire,CIV,"May 14, 2020",1.255
Cote d'Ivoire,CIV,"May 15, 2020",1.218
Cote d'Ivoire,CIV,"May 16, 2020",1.19
Cote d'Ivoire,CIV,"May 17, 2020",1.213
Croatia,HRV,"Mar 20, 2020",0
Croatia,HRV,"Mar 21, 2020",0
Croatia,HRV,"Mar 22, 2020",0
Croatia,HRV,"Mar 23, 2020",0
Croatia,HRV,"Mar 24, 2020",0
Croatia,HRV,"Mar 25, 2020",0.262
Croatia,HRV,"Mar 26, 2020",0.239
Croatia,HRV,"Mar 27, 2020",0.404
Croatia,HRV,"Mar 28, 2020",0.512
Croatia,HRV,"Mar 29, 2020",0.761
Croatia,HRV,"Mar 30, 2020",0.842
Croatia,HRV,"Mar 31, 2020",0.759
Croatia,HRV,"Apr 1, 2020",0.692
Croatia,HRV,"Apr 2, 2020",0.623
Croatia,HRV,"Apr 3, 2020",0.692
Croatia,HRV,"Apr 4, 2020",0.741
Croatia,HRV,"Apr 5, 2020",1.066
Croatia,HRV,"Apr 6, 2020",1.269
Croatia,HRV,"Apr 7, 2020",1.309
Croatia,HRV,"Apr 8, 2020",1.404
Croatia,HRV,"Apr 9, 2020",1.415
Croatia,HRV,"Apr 10, 2020",1.421
Croatia,HRV,"Apr 11, 2020",1.405
Croatia,HRV,"Apr 12, 2020",1.369
Croatia,HRV,"Apr 13, 2020",1.438
Croatia,HRV,"Apr 14, 2020",1.515
Croatia,HRV,"Apr 15, 2020",1.819
Croatia,HRV,"Apr 16, 2020",1.953
Croatia,HRV,"Apr 17, 2020",1.954
Croatia,HRV,"Apr 18, 2020",1.985
Croatia,HRV,"Apr 19, 2020",2.129
Croatia,HRV,"Apr 20, 2020",2.512
Croatia,HRV,"Apr 21, 2020",2.499
Croatia,HRV,"Apr 22, 2020",2.516
Croatia,HRV,"Apr 23, 2020",2.462
Croatia,HRV,"Apr 24, 2020",2.524
Croatia,HRV,"Apr 25, 2020",2.539
Croatia,HRV,"Apr 26, 2020",2.679
Croatia,HRV,"Apr 27, 2020",2.709
Croatia,HRV,"Apr 28, 2020",2.894
Croatia,HRV,"Apr 29, 2020",3.078
Croatia,HRV,"Apr 30, 2020",3.249
Croatia,HRV,"May 1, 2020",3.324
Croatia,HRV,"May 2, 2020",3.597
Croatia,HRV,"May 3, 2020",3.688
Croatia,HRV,"May 4, 2020",3.769
Croatia,HRV,"May 5, 2020",3.808
Croatia,HRV,"May 6, 2020",3.93
Croatia,HRV,"May 7, 2020",4.011
Croatia,HRV,"May 8, 2020",4.047
Croatia,HRV,"May 9, 2020",3.98
Croatia,HRV,"May 10, 2020",3.998
Croatia,HRV,"May 11, 2020",4.115
Croatia,HRV,"May 12, 2020",4.144
Croatia,HRV,"May 13, 2020",4.123
Croatia,HRV,"May 14, 2020",4.248
Croatia,HRV,"May 15, 2020",4.232
Croatia,HRV,"May 16, 2020",4.275
Croatia,HRV,"May 17, 2020",4.272
Cuba,CUB,"Mar 29, 2020",2.521
Cuba,CUB,"Mar 30, 2020",2.158
Cuba,CUB,"Mar 31, 2020",2.353
Cuba,CUB,"Apr 1, 2020",3.226
Cuba,CUB,"Apr 2, 2020",2.83
Cuba,CUB,"Apr 3, 2020",2.575
Cuba,CUB,"Apr 4, 2020",2.23
Cuba,CUB,"Apr 5, 2020",2.083
Cuba,CUB,"Apr 6, 2020",2.5
Cuba,CUB,"Apr 7, 2020",2.571
Cuba,CUB,"Apr 8, 2020",2.778
Cuba,CUB,"Apr 9, 2020",2.626
Cuba,CUB,"Apr 10, 2020",2.913
Cuba,CUB,"Apr 11, 2020",2.66
Cuba,CUB,"Apr 12, 2020",2.581
Cuba,CUB,"Apr 13, 2020",2.691
Cuba,CUB,"Apr 14, 2020",2.893
Cuba,CUB,"Apr 15, 2020",2.742
Cuba,CUB,"Apr 16, 2020",2.948
Cuba,CUB,"Apr 17, 2020",3.132
Cuba,CUB,"Apr 18, 2020",3.359
Cuba,CUB,"Apr 19, 2020",3.245
Cuba,CUB,"Apr 20, 2020",3.285
Cuba,CUB,"Apr 21, 2020",3.312
Cuba,CUB,"Apr 22, 2020",3.342
Cuba,CUB,"Apr 23, 2020",3.364
Cuba,CUB,"Apr 24, 2020",3.482
Cuba,CUB,"Apr 25, 2020",3.813
Cuba,CUB,"Apr 26, 2020",3.815
Cuba,CUB,"Apr 27, 2020",3.944
Cuba,CUB,"Apr 28, 2020",4.032
Cuba,CUB,"Apr 29, 2020",4.036
Cuba,CUB,"Apr 30, 2020",3.954
Cuba,CUB,"May 1, 2020",4.064
Cuba,CUB,"May 2, 2020",4.164
Cuba,CUB,"May 3, 2020",4.097
Cuba,CUB,"May 4, 2020",4.063
Cuba,CUB,"May 5, 2020",4.137
Cuba,CUB,"May 6, 2020",4.095
Cuba,CUB,"May 7, 2020",4.052
Cuba,CUB,"May 8, 2020",4.222
Cuba,CUB,"May 9, 2020",4.25
Cuba,CUB,"May 10, 2020",4.219
Cuba,CUB,"May 11, 2020",4.36
Cuba,CUB,"May 12, 2020",4.319
Cuba,CUB,"May 13, 2020",4.324
Cuba,CUB,"May 14, 2020",4.365
Cuba,CUB,"May 15, 2020",4.317
Cuba,CUB,"May 16, 2020",4.293
Cuba,CUB,"May 17, 2020",4.243
Cyprus,CYP,"Mar 24, 2020",0
Cyprus,CYP,"Mar 25, 2020",2.419
Cyprus,CYP,"Mar 26, 2020",2.273
Cyprus,CYP,"Mar 27, 2020",2.055
Cyprus,CYP,"Mar 28, 2020",3.086
Cyprus,CYP,"Mar 29, 2020",2.793
Cyprus,CYP,"Mar 30, 2020",2.804
Cyprus,CYP,"Mar 31, 2020",3.043
Cyprus,CYP,"Apr 1, 2020",3.053
Cyprus,CYP,"Apr 2, 2020",2.812
Cyprus,CYP,"Apr 3, 2020",2.528
Cyprus,CYP,"Apr 4, 2020",2.273
Cyprus,CYP,"Apr 5, 2020",2.113
Cyprus,CYP,"Apr 6, 2020",2.018
Cyprus,CYP,"Apr 7, 2020",1.935
Cyprus,CYP,"Apr 8, 2020",1.822
Cyprus,CYP,"Apr 9, 2020",1.711
Cyprus,CYP,"Apr 10, 2020",1.773
Cyprus,CYP,"Apr 11, 2020",1.681
Cyprus,CYP,"Apr 12, 2020",1.623
Cyprus,CYP,"Apr 13, 2020",1.738
Cyprus,CYP,"Apr 14, 2020",1.813
Cyprus,CYP,"Apr 15, 2020",1.727
Cyprus,CYP,"Apr 16, 2020",1.678
Cyprus,CYP,"Apr 17, 2020",1.633
Cyprus,CYP,"Apr 18, 2020",1.633
Cyprus,CYP,"Apr 19, 2020",1.577
Cyprus,CYP,"Apr 20, 2020",1.565
Cyprus,CYP,"Apr 21, 2020",1.554
Cyprus,CYP,"Apr 22, 2020",1.531
Cyprus,CYP,"Apr 23, 2020",1.772
Cyprus,CYP,"Apr 24, 2020",1.761
Cyprus,CYP,"Apr 25, 2020",1.741
Cyprus,CYP,"Apr 26, 2020",1.728
Cyprus,CYP,"Apr 27, 2020",1.714
Cyprus,CYP,"Apr 28, 2020",1.825
Cyprus,CYP,"Apr 29, 2020",1.792
Cyprus,CYP,"Apr 30, 2020",1.779
Cyprus,CYP,"May 1, 2020",1.765
Cyprus,CYP,"May 2, 2020",1.75
Cyprus,CYP,"May 3, 2020",1.736
Cyprus,CYP,"May 4, 2020",1.72
Cyprus,CYP,"May 5, 2020",1.716
Cyprus,CYP,"May 6, 2020",1.708
Cyprus,CYP,"May 7, 2020",1.699
Cyprus,CYP,"May 8, 2020",1.687
Cyprus,CYP,"May 9, 2020",1.684
Cyprus,CYP,"May 10, 2020",1.682
Cyprus,CYP,"May 11, 2020",1.782
Cyprus,CYP,"May 12, 2020",1.776
Cyprus,CYP,"May 13, 2020",1.772
Cyprus,CYP,"May 14, 2020",1.878
Cyprus,CYP,"May 15, 2020",1.874
Cyprus,CYP,"May 16, 2020",1.868
Cyprus,CYP,"May 17, 2020",1.86
Czech Republic,CZE,"Mar 13, 2020",0
Czech Republic,CZE,"Mar 14, 2020",0
Czech Republic,CZE,"Mar 15, 2020",0
Czech Republic,CZE,"Mar 16, 2020",0
Czech Republic,CZE,"Mar 17, 2020",0
Czech Republic,CZE,"Mar 18, 2020",0
Czech Republic,CZE,"Mar 19, 2020",0
Czech Republic,CZE,"Mar 20, 2020",0
Czech Republic,CZE,"Mar 21, 2020",0
Czech Republic,CZE,"Mar 22, 2020",0
Czech Republic,CZE,"Mar 23, 2020",0.086
Czech Republic,CZE,"Mar 24, 2020",0.081
Czech Republic,CZE,"Mar 25, 2020",0.215
Czech Republic,CZE,"Mar 26, 2020",0.363
Czech Republic,CZE,"Mar 27, 2020",0.436
Czech Republic,CZE,"Mar 28, 2020",0.395
Czech Republic,CZE,"Mar 29, 2020",0.413
Czech Republic,CZE,"Mar 30, 2020",0.566
Czech Republic,CZE,"Mar 31, 2020",0.799
Czech Republic,CZE,"Apr 1, 2020",0.937
Czech Republic,CZE,"Apr 2, 2020",1.087
Czech Republic,CZE,"Apr 3, 2020",1.14
Czech Republic,CZE,"Apr 4, 2020",1.265
Czech Republic,CZE,"Apr 5, 2020",1.319
Czech Republic,CZE,"Apr 6, 2020",1.461
Czech Republic,CZE,"Apr 7, 2020",1.618
Czech Republic,CZE,"Apr 8, 2020",1.754
Czech Republic,CZE,"Apr 9, 2020",1.864
Czech Republic,CZE,"Apr 10, 2020",2.011
Czech Republic,CZE,"Apr 11, 2020",2.076
Czech Republic,CZE,"Apr 12, 2020",2.186
Czech Republic,CZE,"Apr 13, 2020",2.303
Czech Republic,CZE,"Apr 14, 2020",2.36
Czech Republic,CZE,"Apr 15, 2020",2.622
Czech Republic,CZE,"Apr 16, 2020",2.634
Czech Republic,CZE,"Apr 17, 2020",2.627
Czech Republic,CZE,"Apr 18, 2020",2.642
Czech Republic,CZE,"Apr 19, 2020",2.72
Czech Republic,CZE,"Apr 20, 2020",2.77
Czech Republic,CZE,"Apr 21, 2020",2.835
Czech Republic,CZE,"Apr 22, 2020",2.855
Czech Republic,CZE,"Apr 23, 2020",2.943
Czech Republic,CZE,"Apr 24, 2020",2.963
Czech Republic,CZE,"Apr 25, 2020",2.956
Czech Republic,CZE,"Apr 26, 2020",2.965
Czech Republic,CZE,"Apr 27, 2020",2.985
Czech Republic,CZE,"Apr 28, 2020",2.994
Czech Republic,CZE,"Apr 29, 2020",3.025
Czech Republic,CZE,"Apr 30, 2020",2.995
Czech Republic,CZE,"May 1, 2020",3.072
Czech Republic,CZE,"May 2, 2020",3.102
Czech Republic,CZE,"May 3, 2020",3.159
Czech Republic,CZE,"May 4, 2020",3.187
Czech Republic,CZE,"May 5, 2020",3.223
Czech Republic,CZE,"May 6, 2020",3.255
Czech Republic,CZE,"May 7, 2020",3.286
Czech Republic,CZE,"May 8, 2020",3.362
Czech Republic,CZE,"May 9, 2020",3.38
Czech Republic,CZE,"May 10, 2020",3.41
Czech Republic,CZE,"May 11, 2020",3.447
Czech Republic,CZE,"May 12, 2020",3.449
Czech Republic,CZE,"May 13, 2020",3.442
Czech Republic,CZE,"May 14, 2020",3.507
Czech Republic,CZE,"May 15, 2020",3.509
Czech Republic,CZE,"May 16, 2020",3.509
Czech Republic,CZE,"May 17, 2020",3.501
Democratic Republic of Congo,COD,"Apr 2, 2020",8.943
Democratic Republic of Congo,COD,"Apr 3, 2020",8.943
Democratic Republic of Congo,COD,"Apr 4, 2020",9.701
Democratic Republic of Congo,COD,"Apr 5, 2020",11.688
Democratic Republic of Congo,COD,"Apr 6, 2020",11.688
Democratic Republic of Congo,COD,"Apr 7, 2020",11.18
Democratic Republic of Congo,COD,"Apr 8, 2020",10
Democratic Republic of Congo,COD,"Apr 9, 2020",10.929
Democratic Republic of Congo,COD,"Apr 10, 2020",9.302
Democratic Republic of Congo,COD,"Apr 11, 2020",8.969
Democratic Republic of Congo,COD,"Apr 12, 2020",8.547
Democratic Republic of Congo,COD,"Apr 13, 2020",8.547
Democratic Republic of Congo,COD,"Apr 14, 2020",8.511
Democratic Republic of Congo,COD,"Apr 15, 2020",8.268
Democratic Republic of Congo,COD,"Apr 16, 2020",8.24
Democratic Republic of Congo,COD,"Apr 17, 2020",8.014
Democratic Republic of Congo,COD,"Apr 18, 2020",8.143
Democratic Republic of Congo,COD,"Apr 19, 2020",7.645
Democratic Republic of Congo,COD,"Apr 20, 2020",7.53
Democratic Republic of Congo,COD,"Apr 21, 2020",7.143
Democratic Republic of Congo,COD,"Apr 22, 2020",6.964
Democratic Republic of Congo,COD,"Apr 23, 2020",6.631
Democratic Republic of Congo,COD,"Apr 24, 2020",6.345
Democratic Republic of Congo,COD,"Apr 25, 2020",6.731
Democratic Republic of Congo,COD,"Apr 26, 2020",6.335
Democratic Republic of Congo,COD,"Apr 27, 2020",6.1
Democratic Republic of Congo,COD,"Apr 28, 2020",6.369
Democratic Republic of Congo,COD,"Apr 29, 2020",6.11
Democratic Republic of Congo,COD,"Apr 30, 2020",6.2
Democratic Republic of Congo,COD,"May 1, 2020",5.42
Democratic Republic of Congo,COD,"May 2, 2020",5.298
Democratic Republic of Congo,COD,"May 3, 2020",4.896
Democratic Republic of Congo,COD,"May 4, 2020",4.971
Democratic Republic of Congo,COD,"May 5, 2020",4.971
Democratic Republic of Congo,COD,"May 6, 2020",4.823
Democratic Republic of Congo,COD,"May 7, 2020",4.171
Democratic Republic of Congo,COD,"May 8, 2020",4.013
Democratic Republic of Congo,COD,"May 9, 2020",4.162
Democratic Republic of Congo,COD,"May 10, 2020",4.137
Democratic Republic of Congo,COD,"May 11, 2020",4.004
Democratic Republic of Congo,COD,"May 12, 2020",3.993
Democratic Republic of Congo,COD,"May 13, 2020",4.277
Democratic Republic of Congo,COD,"May 14, 2020",4.026
Democratic Republic of Congo,COD,"May 15, 2020",3.852
Democratic Republic of Congo,COD,"May 16, 2020",4.383
Democratic Republic of Congo,COD,"May 17, 2020",4.127
Denmark,DNK,"Mar 10, 2020",0
Denmark,DNK,"Mar 11, 2020",0
Denmark,DNK,"Mar 12, 2020",0
Denmark,DNK,"Mar 13, 2020",0
Denmark,DNK,"Mar 14, 2020",0
Denmark,DNK,"Mar 15, 2020",0
Denmark,DNK,"Mar 16, 2020",0.114
Denmark,DNK,"Mar 17, 2020",0.107
Denmark,DNK,"Mar 18, 2020",0.391
Denmark,DNK,"Mar 19, 2020",0.359
Denmark,DNK,"Mar 20, 2020",0.521
Denmark,DNK,"Mar 21, 2020",0.717
Denmark,DNK,"Mar 22, 2020",0.98
Denmark,DNK,"Mar 23, 2020",0.932
Denmark,DNK,"Mar 24, 2020",1.644
Denmark,DNK,"Mar 25, 2020",2.011
Denmark,DNK,"Mar 26, 2020",1.972
Denmark,DNK,"Mar 27, 2020",2.184
Denmark,DNK,"Mar 28, 2020",2.542
Denmark,DNK,"Mar 29, 2020",2.953
Denmark,DNK,"Mar 30, 2020",3.006
Denmark,DNK,"Mar 31, 2020",2.988
Denmark,DNK,"Apr 1, 2020",3.147
Denmark,DNK,"Apr 2, 2020",3.347
Denmark,DNK,"Apr 3, 2020",3.633
Denmark,DNK,"Apr 4, 2020",3.7
Denmark,DNK,"Apr 5, 2020",3.949
Denmark,DNK,"Apr 6, 2020",4.097
Denmark,DNK,"Apr 7, 2020",3.995
Denmark,DNK,"Apr 8, 2020",4.003
Denmark,DNK,"Apr 9, 2020",4.036
Denmark,DNK,"Apr 10, 2020",4.206
Denmark,DNK,"Apr 11, 2020",4.245
Denmark,DNK,"Apr 12, 2020",4.336
Denmark,DNK,"Apr 13, 2020",4.422
Denmark,DNK,"Apr 14, 2020",4.511
Denmark,DNK,"Apr 15, 2020",4.592
Denmark,DNK,"Apr 16, 2020",4.625
Denmark,DNK,"Apr 17, 2020",4.666
Denmark,DNK,"Apr 18, 2020",4.75
Denmark,DNK,"Apr 19, 2020",4.778
Denmark,DNK,"Apr 20, 2020",4.808
Denmark,DNK,"Apr 21, 2020",4.844
Denmark,DNK,"Apr 22, 2020",4.808
Denmark,DNK,"Apr 23, 2020",4.853
Denmark,DNK,"Apr 24, 2020",4.88
Denmark,DNK,"Apr 25, 2020",4.909
Denmark,DNK,"Apr 26, 2020",4.95
Denmark,DNK,"Apr 27, 2020",4.921
Denmark,DNK,"Apr 28, 2020",4.909
Denmark,DNK,"Apr 29, 2020",4.903
Denmark,DNK,"Apr 30, 2020",4.918
Denmark,DNK,"May 1, 2020",4.936
Denmark,DNK,"May 2, 2020",4.94
Denmark,DNK,"May 3, 2020",5.049
Denmark,DNK,"May 4, 2020",5.082
Denmark,DNK,"May 5, 2020",5.098
Denmark,DNK,"May 6, 2020",5.122
Denmark,DNK,"May 7, 2020",5.069
Denmark,DNK,"May 8, 2020",5.098
Denmark,DNK,"May 9, 2020",5.109
Denmark,DNK,"May 10, 2020",5.097
Denmark,DNK,"May 11, 2020",5.072
Denmark,DNK,"May 12, 2020",5.07
Denmark,DNK,"May 13, 2020",4.976
Denmark,DNK,"May 14, 2020",4.997
Denmark,DNK,"May 15, 2020",5.013
Denmark,DNK,"May 16, 2020",4.976
Denmark,DNK,"May 17, 2020",5.001
Djibouti,DJI,"Apr 8, 2020",0
Djibouti,DJI,"Apr 9, 2020",0
Djibouti,DJI,"Apr 10, 2020",0.714
Djibouti,DJI,"Apr 11, 2020",0.667
Djibouti,DJI,"Apr 12, 2020",1.07
Djibouti,DJI,"Apr 13, 2020",0.935
Djibouti,DJI,"Apr 14, 2020",0.671
Djibouti,DJI,"Apr 15, 2020",0.551
Djibouti,DJI,"Apr 16, 2020",0.46
Djibouti,DJI,"Apr 17, 2020",0.338
Djibouti,DJI,"Apr 18, 2020",0.273
Djibouti,DJI,"Apr 19, 2020",0.273
Djibouti,DJI,"Apr 20, 2020",0.236
Djibouti,DJI,"Apr 21, 2020",0.236
Djibouti,DJI,"Apr 22, 2020",0.212
Djibouti,DJI,"Apr 23, 2020",0.205
Djibouti,DJI,"Apr 24, 2020",0.203
Djibouti,DJI,"Apr 25, 2020",0.2
Djibouti,DJI,"Apr 26, 2020",0.198
Djibouti,DJI,"Apr 27, 2020",0.196
Djibouti,DJI,"Apr 28, 2020",0.193
Djibouti,DJI,"Apr 29, 2020",0.187
Djibouti,DJI,"Apr 30, 2020",0.186
Djibouti,DJI,"May 1, 2020",0.184
Djibouti,DJI,"May 2, 2020",0.182
Djibouti,DJI,"May 3, 2020",0.18
Djibouti,DJI,"May 4, 2020",0.18
Djibouti,DJI,"May 5, 2020",0.179
Djibouti,DJI,"May 6, 2020",0.179
Djibouti,DJI,"May 7, 2020",0.268
Djibouti,DJI,"May 8, 2020",0.265
Djibouti,DJI,"May 9, 2020",0.264
Djibouti,DJI,"May 10, 2020",0.252
Djibouti,DJI,"May 11, 2020",0.248
Djibouti,DJI,"May 12, 2020",0.244
Djibouti,DJI,"May 13, 2020",0.239
Djibouti,DJI,"May 14, 2020",0.237
Djibouti,DJI,"May 15, 2020",0.234
Djibouti,DJI,"May 16, 2020",0.306
Djibouti,DJI,"May 17, 2020",0.301
Dominican Republic,DOM,"Mar 22, 2020",2.679
Dominican Republic,DOM,"Mar 23, 2020",1.485
Dominican Republic,DOM,"Mar 24, 2020",1.224
Dominican Republic,DOM,"Mar 25, 2020",1.923
Dominican Republic,DOM,"Mar 26, 2020",2.551
Dominican Republic,DOM,"Mar 27, 2020",2.049
Dominican Republic,DOM,"Mar 28, 2020",3.442
Dominican Republic,DOM,"Mar 29, 2020",3.894
Dominican Republic,DOM,"Mar 30, 2020",4.54
Dominican Republic,DOM,"Mar 31, 2020",4.661
Dominican Republic,DOM,"Apr 1, 2020",4.599
Dominican Republic,DOM,"Apr 2, 2020",4.439
Dominican Republic,DOM,"Apr 3, 2020",4.348
Dominican Republic,DOM,"Apr 4, 2020",4.57
Dominican Republic,DOM,"Apr 5, 2020",4.88
Dominican Republic,DOM,"Apr 6, 2020",4.699
Dominican Republic,DOM,"Apr 7, 2020",4.705
Dominican Republic,DOM,"Apr 8, 2020",5.01
Dominican Republic,DOM,"Apr 9, 2020",5.116
Dominican Republic,DOM,"Apr 10, 2020",5.023
Dominican Republic,DOM,"Apr 11, 2020",4.809
Dominican Republic,DOM,"Apr 12, 2020",4.893
Dominican Republic,DOM,"Apr 13, 2020",5.831
Dominican Republic,DOM,"Apr 14, 2020",5.589
Dominican Republic,DOM,"Apr 15, 2020",5.569
Dominican Republic,DOM,"Apr 16, 2020",5.23
Dominican Republic,DOM,"Apr 17, 2020",5.22
Dominican Republic,DOM,"Apr 18, 2020",4.847
Dominican Republic,DOM,"Apr 19, 2020",5.006
Dominican Republic,DOM,"Apr 20, 2020",4.829
Dominican Republic,DOM,"Apr 21, 2020",4.734
Dominican Republic,DOM,"Apr 22, 2020",4.857
Dominican Republic,DOM,"Apr 23, 2020",4.906
Dominican Republic,DOM,"Apr 24, 2020",4.781
Dominican Republic,DOM,"Apr 25, 2020",4.644
Dominican Republic,DOM,"Apr 26, 2020",4.607
Dominican Republic,DOM,"Apr 27, 2020",4.531
Dominican Republic,DOM,"Apr 28, 2020",4.531
Dominican Republic,DOM,"Apr 29, 2020",4.458
Dominican Republic,DOM,"Apr 30, 2020",4.405
Dominican Republic,DOM,"May 1, 2020",4.317
Dominican Republic,DOM,"May 2, 2020",4.295
Dominican Republic,DOM,"May 3, 2020",4.302
Dominican Republic,DOM,"May 4, 2020",4.187
