Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths),Total confirmed cases of COVID-19 (cases)
Estonia,EST,"Mar 20, 2020",0,267
Estonia,EST,"Mar 21, 2020",0,283
Estonia,EST,"Mar 22, 2020",0,306
Estonia,EST,"Mar 23, 2020",0,326
Estonia,EST,"Mar 24, 2020",0,352
Estonia,EST,"Mar 25, 2020",0,369
Estonia,EST,"Mar 26, 2020",1,404
Estonia,EST,"Mar 27, 2020",1,538
Estonia,EST,"Mar 28, 2020",1,575
Estonia,EST,"Mar 29, 2020",1,640
Estonia,EST,"Mar 30, 2020",3,679
Estonia,EST,"Mar 31, 2020",3,715
Estonia,EST,"Apr 1, 2020",4,745
Estonia,EST,"Apr 2, 2020",5,779
Estonia,EST,"Apr 3, 2020",11,858
Estonia,EST,"Apr 4, 2020",12,961
Estonia,EST,"Apr 5, 2020",13,1018
Estonia,EST,"Apr 6, 2020",15,1097
Estonia,EST,"Apr 7, 2020",19,1108
Estonia,EST,"Apr 8, 2020",21,1149
Estonia,EST,"Apr 9, 2020",24,1185
Estonia,EST,"Apr 10, 2020",24,1207
Estonia,EST,"Apr 11, 2020",24,1258
Estonia,EST,"Apr 12, 2020",24,1304
Estonia,EST,"Apr 13, 2020",25,1309
Estonia,EST,"Apr 14, 2020",28,1332
Estonia,EST,"Apr 15, 2020",31,1373
Estonia,EST,"Apr 16, 2020",35,1402
Estonia,EST,"Apr 17, 2020",36,1434
Estonia,EST,"Apr 18, 2020",38,1459
Estonia,EST,"Apr 19, 2020",38,1512
Estonia,EST,"Apr 20, 2020",40,1528
Estonia,EST,"Apr 21, 2020",40,1535
Estonia,EST,"Apr 22, 2020",43,1552
Estonia,EST,"Apr 23, 2020",44,1559
Estonia,EST,"Apr 24, 2020",45,1592
Estonia,EST,"Apr 25, 2020",46,1605
Estonia,EST,"Apr 26, 2020",46,1635
Estonia,EST,"Apr 27, 2020",49,1643
Estonia,EST,"Apr 28, 2020",50,1647
Estonia,EST,"Apr 29, 2020",50,1660
Estonia,EST,"Apr 30, 2020",50,1666
Estonia,EST,"May 1, 2020",52,1689
Estonia,EST,"May 2, 2020",52,1694
Estonia,EST,"May 3, 2020",53,1699
Estonia,EST,"May 4, 2020",55,1700
Estonia,EST,"May 5, 2020",55,1703
Estonia,EST,"May 6, 2020",55,1711
Estonia,EST,"May 7, 2020",55,1713
Estonia,EST,"May 8, 2020",56,1720
Estonia,EST,"May 9, 2020",56,1725
Estonia,EST,"May 10, 2020",60,1733
Estonia,EST,"May 11, 2020",60,1739
Estonia,EST,"May 12, 2020",61,1741
Estonia,EST,"May 13, 2020",61,1746
Estonia,EST,"May 14, 2020",61,1751
Estonia,EST,"May 15, 2020",62,1758
Estonia,EST,"May 16, 2020",63,1766
Estonia,EST,"May 17, 2020",63,1770
Ethiopia,ETH,"Mar 14, 2020",0,1
Ethiopia,ETH,"Mar 15, 2020",0,1
Ethiopia,ETH,"Mar 16, 2020",0,4
Ethiopia,ETH,"Mar 17, 2020",0,5
Ethiopia,ETH,"Mar 18, 2020",0,5
Ethiopia,ETH,"Mar 19, 2020",0,6
Ethiopia,ETH,"Mar 20, 2020",0,7
Ethiopia,ETH,"Mar 21, 2020",0,9
Ethiopia,ETH,"Mar 22, 2020",0,9
Ethiopia,ETH,"Mar 23, 2020",0,11
Ethiopia,ETH,"Mar 24, 2020",0,11
Ethiopia,ETH,"Mar 25, 2020",0,11
Ethiopia,ETH,"Mar 26, 2020",0,12
Ethiopia,ETH,"Mar 27, 2020",0,12
Ethiopia,ETH,"Mar 28, 2020",0,16
Ethiopia,ETH,"Mar 29, 2020",0,16
Ethiopia,ETH,"Mar 30, 2020",0,16
Ethiopia,ETH,"Mar 31, 2020",0,23
Ethiopia,ETH,"Apr 1, 2020",0,25
Ethiopia,ETH,"Apr 2, 2020",0,29
Ethiopia,ETH,"Apr 3, 2020",0,29
Ethiopia,ETH,"Apr 4, 2020",0,35
Ethiopia,ETH,"Apr 5, 2020",0,38
Ethiopia,ETH,"Apr 6, 2020",2,43
Ethiopia,ETH,"Apr 7, 2020",2,44
Ethiopia,ETH,"Apr 8, 2020",2,52
Ethiopia,ETH,"Apr 9, 2020",2,55
Ethiopia,ETH,"Apr 10, 2020",2,56
Ethiopia,ETH,"Apr 11, 2020",2,65
Ethiopia,ETH,"Apr 12, 2020",3,69
Ethiopia,ETH,"Apr 13, 2020",3,71
Ethiopia,ETH,"Apr 14, 2020",3,74
Ethiopia,ETH,"Apr 15, 2020",3,82
Ethiopia,ETH,"Apr 16, 2020",3,85
Ethiopia,ETH,"Apr 17, 2020",3,92
Ethiopia,ETH,"Apr 18, 2020",3,96
Ethiopia,ETH,"Apr 19, 2020",3,105
Ethiopia,ETH,"Apr 20, 2020",3,108
Ethiopia,ETH,"Apr 21, 2020",3,111
Ethiopia,ETH,"Apr 22, 2020",3,114
Ethiopia,ETH,"Apr 23, 2020",3,116
Ethiopia,ETH,"Apr 24, 2020",3,116
Ethiopia,ETH,"Apr 25, 2020",3,117
Ethiopia,ETH,"Apr 26, 2020",3,122
Ethiopia,ETH,"Apr 27, 2020",3,123
Ethiopia,ETH,"Apr 28, 2020",3,124
Ethiopia,ETH,"Apr 29, 2020",3,126
Ethiopia,ETH,"Apr 30, 2020",3,130
Ethiopia,ETH,"May 1, 2020",3,131
Ethiopia,ETH,"May 2, 2020",3,133
Ethiopia,ETH,"May 3, 2020",3,133
Ethiopia,ETH,"May 4, 2020",3,135
Ethiopia,ETH,"May 5, 2020",3,140
Ethiopia,ETH,"May 6, 2020",4,145
Ethiopia,ETH,"May 7, 2020",4,162
Ethiopia,ETH,"May 8, 2020",4,191
Ethiopia,ETH,"May 9, 2020",4,194
Ethiopia,ETH,"May 10, 2020",5,210
Ethiopia,ETH,"May 11, 2020",5,239
Ethiopia,ETH,"May 12, 2020",5,250
Ethiopia,ETH,"May 13, 2020",5,261
Ethiopia,ETH,"May 14, 2020",5,263
Ethiopia,ETH,"May 15, 2020",5,272
Ethiopia,ETH,"May 16, 2020",5,287
Ethiopia,ETH,"May 17, 2020",5,306
Europe,,"Dec 31, 2019",0,0
Europe,,"Jan 1, 2020",0,0
Europe,,"Jan 2, 2020",0,0
Europe,,"Jan 3, 2020",0,0
Europe,,"Jan 4, 2020",0,0
Europe,,"Jan 5, 2020",0,0
Europe,,"Jan 6, 2020",0,0
Europe,,"Jan 7, 2020",0,0
Europe,,"Jan 8, 2020",0,0
Europe,,"Jan 9, 2020",0,0
Europe,,"Jan 10, 2020",0,0
Europe,,"Jan 11, 2020",0,0
Europe,,"Jan 12, 2020",0,0
Europe,,"Jan 13, 2020",0,0
Europe,,"Jan 14, 2020",0,0
Europe,,"Jan 15, 2020",0,0
Europe,,"Jan 16, 2020",0,0
Europe,,"Jan 17, 2020",0,0
Europe,,"Jan 18, 2020",0,0
Europe,,"Jan 19, 2020",0,0
Europe,,"Jan 20, 2020",0,0
Europe,,"Jan 21, 2020",0,0
Europe,,"Jan 22, 2020",0,0
Europe,,"Jan 23, 2020",0,0
Europe,,"Jan 24, 2020",0,0
Europe,,"Jan 25, 2020",0,3
Europe,,"Jan 26, 2020",0,3
Europe,,"Jan 27, 2020",0,3
Europe,,"Jan 28, 2020",0,4
Europe,,"Jan 29, 2020",0,8
Europe,,"Jan 30, 2020",0,10
Europe,,"Jan 31, 2020",0,17
Europe,,"Feb 1, 2020",0,23
Europe,,"Feb 2, 2020",0,24
Europe,,"Feb 3, 2020",0,25
Europe,,"Feb 4, 2020",0,28
Europe,,"Feb 5, 2020",0,28
Europe,,"Feb 6, 2020",0,28
Europe,,"Feb 7, 2020",0,30
Europe,,"Feb 8, 2020",0,36
Europe,,"Feb 9, 2020",0,37
Europe,,"Feb 10, 2020",0,38
Europe,,"Feb 11, 2020",0,42
Europe,,"Feb 12, 2020",0,44
Europe,,"Feb 13, 2020",0,45
Europe,,"Feb 14, 2020",0,45
Europe,,"Feb 15, 2020",1,45
Europe,,"Feb 16, 2020",1,45
Europe,,"Feb 17, 2020",1,46
Europe,,"Feb 18, 2020",1,46
Europe,,"Feb 19, 2020",1,46
Europe,,"Feb 20, 2020",1,46
Europe,,"Feb 21, 2020",1,46
Europe,,"Feb 22, 2020",1,60
Europe,,"Feb 23, 2020",3,122
Europe,,"Feb 24, 2020",3,179
Europe,,"Feb 25, 2020",7,277
Europe,,"Feb 26, 2020",12,384
Europe,,"Feb 27, 2020",14,485
Europe,,"Feb 28, 2020",19,829
Europe,,"Feb 29, 2020",23,1140
Europe,,"Mar 1, 2020",31,1540
Europe,,"Mar 2, 2020",38,2256
Europe,,"Mar 3, 2020",56,2779
Europe,,"Mar 4, 2020",85,3477
Europe,,"Mar 5, 2020",113,4431
Europe,,"Mar 6, 2020",160,5939
Europe,,"Mar 7, 2020",215,7913
Europe,,"Mar 8, 2020",253,10137
Europe,,"Mar 9, 2020",398,12913
Europe,,"Mar 10, 2020",534,16442
Europe,,"Mar 11, 2020",717,19669
Europe,,"Mar 12, 2020",952,25185
Europe,,"Mar 13, 2020",1200,32293
Europe,,"Mar 14, 2020",1513,39599
Europe,,"Mar 15, 2020",1751,48869
Europe,,"Mar 16, 2020",2345,58075
Europe,,"Mar 17, 2020",2774,68548
Europe,,"Mar 18, 2020",3380,80681
Europe,,"Mar 19, 2020",4101,94580
Europe,,"Mar 20, 2020",4950,116659
Europe,,"Mar 21, 2020",6005,138664
Europe,,"Mar 22, 2020",7419,160960
Europe,,"Mar 23, 2020",8715,181586
Europe,,"Mar 24, 2020",10172,208258
Europe,,"Mar 25, 2020",12018,233718
Europe,,"Mar 26, 2020",14106,263633
Europe,,"Mar 27, 2020",16308,298685
Europe,,"Mar 28, 2020",19030,334053
Europe,,"Mar 29, 2020",21728,366697
Europe,,"Mar 30, 2020",24247,395715
Europe,,"Mar 31, 2020",27141,426379
Europe,,"Apr 1, 2020",30498,461821
Europe,,"Apr 2, 2020",33874,497835
Europe,,"Apr 3, 2020",37456,531686
Europe,,"Apr 4, 2020",42593,568799
Europe,,"Apr 5, 2020",46650,601850
Europe,,"Apr 6, 2020",49615,629844
Europe,,"Apr 7, 2020",53012,657861
Europe,,"Apr 8, 2020",58126,686788
Europe,,"Apr 9, 2020",61998,720027
Europe,,"Apr 10, 2020",66805,754228
Europe,,"Apr 11, 2020",71226,788249
Europe,,"Apr 12, 2020",74699,821634
Europe,,"Apr 13, 2020",77731,847948
Europe,,"Apr 14, 2020",80917,872455
Europe,,"Apr 15, 2020",85197,902290
Europe,,"Apr 16, 2020",89960,931952
Europe,,"Apr 17, 2020",94178,962033
Europe,,"Apr 18, 2020",98068,991234
Europe,,"Apr 19, 2020",101741,1016695
Europe,,"Apr 20, 2020",104185,1043246
Europe,,"Apr 21, 2020",106897,1068732
Europe,,"Apr 22, 2020",110717,1094872
Europe,,"Apr 23, 2020",114085,1122193
Europe,,"Apr 24, 2020",117145,1147794
Europe,,"Apr 25, 2020",120300,1176386
Europe,,"Apr 26, 2020",123250,1201190
Europe,,"Apr 27, 2020",124761,1223549
Europe,,"Apr 28, 2020",127115,1244083
Europe,,"Apr 29, 2020",130025,1264663
Europe,,"Apr 30, 2020",132763,1286891
Europe,,"May 1, 2020",134909,1310361
Europe,,"May 2, 2020",137252,1335927
Europe,,"May 3, 2020",139124,1359173
Europe,,"May 4, 2020",140354,1381514
Europe,,"May 5, 2020",141886,1403482
Europe,,"May 6, 2020",144062,1426409
Europe,,"May 7, 2020",146423,1455924
Europe,,"May 8, 2020",148252,1482499
Europe,,"May 9, 2020",150281,1507075
Europe,,"May 10, 2020",151481,1532181
Europe,,"May 11, 2020",152448,1553063
Europe,,"May 12, 2020",153705,1574849
Europe,,"May 13, 2020",155582,1596764
Europe,,"May 14, 2020",157174,1617312
Europe,,"May 15, 2020",158861,1638603
Europe,,"May 16, 2020",160219,1659712
Europe,,"May 17, 2020",161317,1678329
European Union,,"Dec 31, 2019",0,0
European Union,,"Jan 1, 2020",0,0
European Union,,"Jan 2, 2020",0,0
European Union,,"Jan 3, 2020",0,0
European Union,,"Jan 4, 2020",0,0
European Union,,"Jan 5, 2020",0,0
European Union,,"Jan 6, 2020",0,0
European Union,,"Jan 7, 2020",0,0
European Union,,"Jan 8, 2020",0,0
European Union,,"Jan 9, 2020",0,0
European Union,,"Jan 10, 2020",0,0
European Union,,"Jan 11, 2020",0,0
European Union,,"Jan 12, 2020",0,0
European Union,,"Jan 13, 2020",0,0
European Union,,"Jan 14, 2020",0,0
European Union,,"Jan 15, 2020",0,0
European Union,,"Jan 16, 2020",0,0
European Union,,"Jan 17, 2020",0,0
European Union,,"Jan 18, 2020",0,0
European Union,,"Jan 19, 2020",0,0
European Union,,"Jan 20, 2020",0,0
European Union,,"Jan 21, 2020",0,0
European Union,,"Jan 22, 2020",0,0
European Union,,"Jan 23, 2020",0,0
European Union,,"Jan 24, 2020",0,0
European Union,,"Jan 25, 2020",0,3
European Union,,"Jan 26, 2020",0,3
European Union,,"Jan 27, 2020",0,3
European Union,,"Jan 28, 2020",0,4
European Union,,"Jan 29, 2020",0,8
European Union,,"Jan 30, 2020",0,10
European Union,,"Jan 31, 2020",0,17
European Union,,"Feb 1, 2020",0,21
European Union,,"Feb 2, 2020",0,22
European Union,,"Feb 3, 2020",0,23
European Union,,"Feb 4, 2020",0,26
European Union,,"Feb 5, 2020",0,26
European Union,,"Feb 6, 2020",0,26
European Union,,"Feb 7, 2020",0,28
European Union,,"Feb 8, 2020",0,34
European Union,,"Feb 9, 2020",0,35
European Union,,"Feb 10, 2020",0,36
European Union,,"Feb 11, 2020",0,40
European Union,,"Feb 12, 2020",0,42
European Union,,"Feb 13, 2020",0,43
European Union,,"Feb 14, 2020",0,43
European Union,,"Feb 15, 2020",1,43
European Union,,"Feb 16, 2020",1,43
European Union,,"Feb 17, 2020",1,44
European Union,,"Feb 18, 2020",1,44
European Union,,"Feb 19, 2020",1,44
European Union,,"Feb 20, 2020",1,44
European Union,,"Feb 21, 2020",1,44
European Union,,"Feb 22, 2020",1,58
European Union,,"Feb 23, 2020",3,120
European Union,,"Feb 24, 2020",3,177
European Union,,"Feb 25, 2020",7,275
European Union,,"Feb 26, 2020",12,381
European Union,,"Feb 27, 2020",14,480
European Union,,"Feb 28, 2020",19,812
European Union,,"Feb 29, 2020",23,1115
European Union,,"Mar 1, 2020",31,1500
European Union,,"Mar 2, 2020",37,2197
European Union,,"Mar 3, 2020",55,2703
European Union,,"Mar 4, 2020",84,3369
European Union,,"Mar 5, 2020",112,4262
European Union,,"Mar 6, 2020",158,5692
European Union,,"Mar 7, 2020",213,7498
European Union,,"Mar 8, 2020",251,9619
European Union,,"Mar 9, 2020",395,12290
European Union,,"Mar 10, 2020",530,15728
European Union,,"Mar 11, 2020",712,18719
European Union,,"Mar 12, 2020",944,23816
European Union,,"Mar 13, 2020",1189,30508
European Union,,"Mar 14, 2020",1499,37492
European Union,,"Mar 15, 2020",1733,46160
European Union,,"Mar 16, 2020",2323,54256
European Union,,"Mar 17, 2020",2747,64534
European Union,,"Mar 18, 2020",3346,75947
European Union,,"Mar 19, 2020",4058,89194
European Union,,"Mar 20, 2020",4891,109910
European Union,,"Mar 21, 2020",5933,130537
European Union,,"Mar 22, 2020",7327,151130
European Union,,"Mar 23, 2020",8617,170194
European Union,,"Mar 24, 2020",10063,195334
European Union,,"Mar 25, 2020",11884,219511
European Union,,"Mar 26, 2020",13950,247621
European Union,,"Mar 27, 2020",16081,280865
European Union,,"Mar 28, 2020",18756,313766
European Union,,"Mar 29, 2020",21398,344326
European Union,,"Mar 30, 2020",23878,371248
European Union,,"Mar 31, 2020",26718,400032
European Union,,"Apr 1, 2020",29960,433471
European Union,,"Apr 2, 2020",33308,467137
European Union,,"Apr 3, 2020",36792,498202
European Union,,"Apr 4, 2020",41850,532370
European Union,,"Apr 5, 2020",45806,562805
European Union,,"Apr 6, 2020",48718,588214
European Union,,"Apr 7, 2020",52048,613693
European Union,,"Apr 8, 2020",57057,639893
European Union,,"Apr 9, 2020",60824,670326
European Union,,"Apr 10, 2020",65540,700876
European Union,,"Apr 11, 2020",69865,730890
European Union,,"Apr 12, 2020",73276,760753
European Union,,"Apr 13, 2020",76227,783133
European Union,,"Apr 14, 2020",79356,803467
European Union,,"Apr 15, 2020",83525,828763
European Union,,"Apr 16, 2020",88143,852376
European Union,,"Apr 17, 2020",92238,876925
European Union,,"Apr 18, 2020",96015,899818
European Union,,"Apr 19, 2020",99556,919033
European Union,,"Apr 20, 2020",101894,938299
European Union,,"Apr 21, 2020",104520,956843
European Union,,"Apr 22, 2020",108206,975771
European Union,,"Apr 23, 2020",111440,995906
European Union,,"Apr 24, 2020",114374,1014680
European Union,,"Apr 25, 2020",117385,1035455
European Union,,"Apr 26, 2020",120215,1052041
European Union,,"Apr 27, 2020",121620,1066063
European Union,,"Apr 28, 2020",123888,1079042
European Union,,"Apr 29, 2020",126648,1091250
European Union,,"Apr 30, 2020",129216,1105573
European Union,,"May 1, 2020",131217,1119780
European Union,,"May 2, 2020",133397,1135462
European Union,,"May 3, 2020",135170,1147186
European Union,,"May 4, 2020",136307,1157143
European Union,,"May 5, 2020",137722,1166898
European Union,,"May 6, 2020",139769,1178121
European Union,,"May 7, 2020",141986,1195266
European Union,,"May 8, 2020",143685,1208793
European Union,,"May 9, 2020",145558,1220826
European Union,,"May 10, 2020",146613,1233274
European Union,,"May 11, 2020",147447,1241430
European Union,,"May 12, 2020",148558,1249941
European Union,,"May 13, 2020",150265,1259245
European Union,,"May 14, 2020",151726,1267994
European Union,,"May 15, 2020",153256,1277535
European Union,,"May 16, 2020",154451,1286214
European Union,,"May 17, 2020",155387,1293771
Faeroe Islands,FRO,"Mar 20, 2020",0,72
Faeroe Islands,FRO,"Mar 21, 2020",0,80
Faeroe Islands,FRO,"Mar 22, 2020",0,92
Faeroe Islands,FRO,"Mar 23, 2020",0,115
Faeroe Islands,FRO,"Mar 24, 2020",0,118
Faeroe Islands,FRO,"Mar 25, 2020",0,122
Faeroe Islands,FRO,"Mar 26, 2020",0,132
Faeroe Islands,FRO,"Mar 27, 2020",0,140
Faeroe Islands,FRO,"Mar 28, 2020",0,144
Faeroe Islands,FRO,"Mar 29, 2020",0,155
Faeroe Islands,FRO,"Mar 30, 2020",0,159
Faeroe Islands,FRO,"Mar 31, 2020",0,168
Faeroe Islands,FRO,"Apr 1, 2020",0,169
Faeroe Islands,FRO,"Apr 2, 2020",0,173
Faeroe Islands,FRO,"Apr 3, 2020",0,177
Faeroe Islands,FRO,"Apr 4, 2020",0,179
Faeroe Islands,FRO,"Apr 5, 2020",0,181
Faeroe Islands,FRO,"Apr 6, 2020",0,181
Faeroe Islands,FRO,"Apr 7, 2020",0,183
Faeroe Islands,FRO,"Apr 8, 2020",0,184
Faeroe Islands,FRO,"Apr 9, 2020",0,184
Faeroe Islands,FRO,"Apr 10, 2020",0,184
Faeroe Islands,FRO,"Apr 11, 2020",0,184
Faeroe Islands,FRO,"Apr 12, 2020",0,184
Faeroe Islands,FRO,"Apr 13, 2020",0,184
Faeroe Islands,FRO,"Apr 14, 2020",0,184
Faeroe Islands,FRO,"Apr 15, 2020",0,184
Faeroe Islands,FRO,"Apr 16, 2020",0,184
Faeroe Islands,FRO,"Apr 17, 2020",0,184
Faeroe Islands,FRO,"Apr 18, 2020",0,184
Faeroe Islands,FRO,"Apr 19, 2020",0,184
Faeroe Islands,FRO,"Apr 20, 2020",0,185
Faeroe Islands,FRO,"Apr 21, 2020",0,185
Faeroe Islands,FRO,"Apr 22, 2020",0,185
Faeroe Islands,FRO,"Apr 23, 2020",0,185
Faeroe Islands,FRO,"Apr 24, 2020",0,187
Faeroe Islands,FRO,"Apr 25, 2020",0,187
Faeroe Islands,FRO,"Apr 26, 2020",0,187
Faeroe Islands,FRO,"Apr 27, 2020",0,187
Faeroe Islands,FRO,"Apr 28, 2020",0,187
Faeroe Islands,FRO,"Apr 29, 2020",0,187
Faeroe Islands,FRO,"Apr 30, 2020",0,187
Faeroe Islands,FRO,"May 1, 2020",0,187
Faeroe Islands,FRO,"May 2, 2020",0,187
Faeroe Islands,FRO,"May 3, 2020",0,187
Faeroe Islands,FRO,"May 4, 2020",0,187
Faeroe Islands,FRO,"May 5, 2020",0,187
Faeroe Islands,FRO,"May 6, 2020",0,187
Faeroe Islands,FRO,"May 7, 2020",0,187
Faeroe Islands,FRO,"May 8, 2020",0,187
Faeroe Islands,FRO,"May 9, 2020",0,187
Faeroe Islands,FRO,"May 10, 2020",0,187
Faeroe Islands,FRO,"May 11, 2020",0,187
Faeroe Islands,FRO,"May 12, 2020",0,187
Faeroe Islands,FRO,"May 13, 2020",0,187
Faeroe Islands,FRO,"May 14, 2020",0,187
Faeroe Islands,FRO,"May 15, 2020",0,187
Faeroe Islands,FRO,"May 16, 2020",0,187
Faeroe Islands,FRO,"May 17, 2020",0,187
Falkland Islands,FLK,"Apr 4, 2020",0,1
Falkland Islands,FLK,"Apr 5, 2020",0,1
Falkland Islands,FLK,"Apr 6, 2020",0,2
Falkland Islands,FLK,"Apr 7, 2020",0,2
Falkland Islands,FLK,"Apr 8, 2020",0,5
Falkland Islands,FLK,"Apr 9, 2020",0,5
Falkland Islands,FLK,"Apr 10, 2020",0,5
Falkland Islands,FLK,"Apr 11, 2020",0,5
Falkland Islands,FLK,"Apr 12, 2020",0,5
Falkland Islands,FLK,"Apr 13, 2020",0,5
Falkland Islands,FLK,"Apr 14, 2020",0,5
Falkland Islands,FLK,"Apr 15, 2020",0,11
Falkland Islands,FLK,"Apr 16, 2020",0,11
Falkland Islands,FLK,"Apr 17, 2020",0,11
Falkland Islands,FLK,"Apr 18, 2020",0,11
Falkland Islands,FLK,"Apr 19, 2020",0,11
Falkland Islands,FLK,"Apr 20, 2020",0,11
Falkland Islands,FLK,"Apr 21, 2020",0,11
Falkland Islands,FLK,"Apr 22, 2020",0,12
Falkland Islands,FLK,"Apr 23, 2020",0,12
Falkland Islands,FLK,"Apr 24, 2020",0,12
Falkland Islands,FLK,"Apr 25, 2020",0,12
Falkland Islands,FLK,"Apr 26, 2020",0,13
Falkland Islands,FLK,"Apr 27, 2020",0,13
Falkland Islands,FLK,"Apr 28, 2020",0,13
Falkland Islands,FLK,"Apr 29, 2020",0,13
Falkland Islands,FLK,"Apr 30, 2020",0,13
Falkland Islands,FLK,"May 1, 2020",0,13
Falkland Islands,FLK,"May 2, 2020",0,13
Falkland Islands,FLK,"May 3, 2020",0,13
Falkland Islands,FLK,"May 4, 2020",0,13
Falkland Islands,FLK,"May 5, 2020",0,13
Falkland Islands,FLK,"May 6, 2020",0,13
Falkland Islands,FLK,"May 7, 2020",0,13
Falkland Islands,FLK,"May 8, 2020",0,13
Falkland Islands,FLK,"May 9, 2020",0,13
Falkland Islands,FLK,"May 10, 2020",0,13
Falkland Islands,FLK,"May 11, 2020",0,13
Falkland Islands,FLK,"May 12, 2020",0,13
Falkland Islands,FLK,"May 13, 2020",0,13
Falkland Islands,FLK,"May 14, 2020",0,13
Falkland Islands,FLK,"May 15, 2020",0,13
Falkland Islands,FLK,"May 16, 2020",0,13
Falkland Islands,FLK,"May 17, 2020",0,13
Fiji,FJI,"Mar 20, 2020",0,1
Fiji,FJI,"Mar 21, 2020",0,1
Fiji,FJI,"Mar 22, 2020",0,2
Fiji,FJI,"Mar 23, 2020",0,3
Fiji,FJI,"Mar 24, 2020",0,4
Fiji,FJI,"Mar 25, 2020",0,5
Fiji,FJI,"Mar 26, 2020",0,5
Fiji,FJI,"Mar 27, 2020",0,5
Fiji,FJI,"Mar 28, 2020",0,5
Fiji,FJI,"Mar 29, 2020",0,5
Fiji,FJI,"Mar 30, 2020",0,5
Fiji,FJI,"Mar 31, 2020",0,5
Fiji,FJI,"Apr 1, 2020",0,5
Fiji,FJI,"Apr 2, 2020",0,7
Fiji,FJI,"Apr 3, 2020",0,7
Fiji,FJI,"Apr 4, 2020",0,12
Fiji,FJI,"Apr 5, 2020",0,12
Fiji,FJI,"Apr 6, 2020",0,14
Fiji,FJI,"Apr 7, 2020",0,14
Fiji,FJI,"Apr 8, 2020",0,15
Fiji,FJI,"Apr 9, 2020",0,15
Fiji,FJI,"Apr 10, 2020",0,15
Fiji,FJI,"Apr 11, 2020",0,16
Fiji,FJI,"Apr 12, 2020",0,16
Fiji,FJI,"Apr 13, 2020",0,16
Fiji,FJI,"Apr 14, 2020",0,16
Fiji,FJI,"Apr 15, 2020",0,16
Fiji,FJI,"Apr 16, 2020",0,16
Fiji,FJI,"Apr 17, 2020",0,17
Fiji,FJI,"Apr 18, 2020",0,17
Fiji,FJI,"Apr 19, 2020",0,17
Fiji,FJI,"Apr 20, 2020",0,17
Fiji,FJI,"Apr 21, 2020",0,18
Fiji,FJI,"Apr 22, 2020",0,18
Fiji,FJI,"Apr 23, 2020",0,18
Fiji,FJI,"Apr 24, 2020",0,18
Fiji,FJI,"Apr 25, 2020",0,18
Fiji,FJI,"Apr 26, 2020",0,18
Fiji,FJI,"Apr 27, 2020",0,18
Fiji,FJI,"Apr 28, 2020",0,18
Fiji,FJI,"Apr 29, 2020",0,18
Fiji,FJI,"Apr 30, 2020",0,18
Fiji,FJI,"May 1, 2020",0,18
Fiji,FJI,"May 2, 2020",0,18
Fiji,FJI,"May 3, 2020",0,18
Fiji,FJI,"May 4, 2020",0,18
Fiji,FJI,"May 5, 2020",0,18
Fiji,FJI,"May 6, 2020",0,18
Fiji,FJI,"May 7, 2020",0,18
Fiji,FJI,"May 8, 2020",0,18
Fiji,FJI,"May 9, 2020",0,18
Fiji,FJI,"May 10, 2020",0,18
Fiji,FJI,"May 11, 2020",0,18
Fiji,FJI,"May 12, 2020",0,18
Fiji,FJI,"May 13, 2020",0,18
Fiji,FJI,"May 14, 2020",0,18
Fiji,FJI,"May 15, 2020",0,18
Fiji,FJI,"May 16, 2020",0,18
Fiji,FJI,"May 17, 2020",0,18
Finland,FIN,"Dec 31, 2019",0,0
Finland,FIN,"Jan 1, 2020",0,0
Finland,FIN,"Jan 2, 2020",0,0
Finland,FIN,"Jan 3, 2020",0,0
Finland,FIN,"Jan 4, 2020",0,0
Finland,FIN,"Jan 5, 2020",0,0
Finland,FIN,"Jan 6, 2020",0,0
Finland,FIN,"Jan 7, 2020",0,0
Finland,FIN,"Jan 8, 2020",0,0
Finland,FIN,"Jan 9, 2020",0,0
Finland,FIN,"Jan 10, 2020",0,0
Finland,FIN,"Jan 11, 2020",0,0
Finland,FIN,"Jan 12, 2020",0,0
Finland,FIN,"Jan 13, 2020",0,0
Finland,FIN,"Jan 14, 2020",0,0
Finland,FIN,"Jan 15, 2020",0,0
Finland,FIN,"Jan 16, 2020",0,0
Finland,FIN,"Jan 17, 2020",0,0
Finland,FIN,"Jan 18, 2020",0,0
Finland,FIN,"Jan 19, 2020",0,0
Finland,FIN,"Jan 20, 2020",0,0
Finland,FIN,"Jan 21, 2020",0,0
Finland,FIN,"Jan 22, 2020",0,0
Finland,FIN,"Jan 23, 2020",0,0
Finland,FIN,"Jan 24, 2020",0,0
Finland,FIN,"Jan 25, 2020",0,0
Finland,FIN,"Jan 26, 2020",0,0
Finland,FIN,"Jan 27, 2020",0,0
Finland,FIN,"Jan 28, 2020",0,0
Finland,FIN,"Jan 29, 2020",0,0
Finland,FIN,"Jan 30, 2020",0,1
Finland,FIN,"Jan 31, 2020",0,1
Finland,FIN,"Feb 1, 2020",0,1
Finland,FIN,"Feb 2, 2020",0,1
Finland,FIN,"Feb 3, 2020",0,1
Finland,FIN,"Feb 4, 2020",0,1
Finland,FIN,"Feb 5, 2020",0,1
Finland,FIN,"Feb 6, 2020",0,1
Finland,FIN,"Feb 7, 2020",0,1
Finland,FIN,"Feb 8, 2020",0,1
