"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","HOUSECOST","NOMINAL","IDX2015","A","2016",107.52688172043,
"DEU","HOUSECOST","NOMINAL","IDX2015","A","2017",114.10352588147,
"DEU","HOUSECOST","NOMINAL","IDX2015","A","2018",121.680420105026,
"DEU","HOUSECOST","NOMINAL","IDX2015","A","2019",128.082020501903,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2000",88.851879486951,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2001",101.647960562211,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2002",115.732449354747,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2003",121.972543503655,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2004",124.796164653161,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2005",138.391754600782,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2006",156.359745697637,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2007",166.037798345944,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2008",168.464175920519,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2009",161.222116721786,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2010",154.17035814802,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2011",145.662666749509,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2012",128.533147127507,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2013",114.501116529962,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2014",105.365878731561,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2016",97.5884823129221,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2017",96.5130754981103,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2018",98.2905692027992,
"GRC","HOUSECOST","NOMINAL","IDX2015","A","2019",105.665661956375,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2007",98.9099999996167,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2008",101.2575,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2009",95.9525,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2010",93.66,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2011",90.4475,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2012",87.0975,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2013",84.87,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2014",88.4275000000001,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2016",113.3775,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2017",127.24,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2018",145.495,
"HUN","HOUSECOST","NOMINAL","IDX2015","A","2019",166.967500010746,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2005",60.6000000005508,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2006",70.7925,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2007",77.4425,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2008",82.2575,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2009",74.2775,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2010",72.0225,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2011",75.3575,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2012",80.5650000000001,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2013",85.2075,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2014",92.385,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2016",109.77,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2017",131.2,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2018",142.01,
"ISL","HOUSECOST","NOMINAL","IDX2015","A","2019",148.294999998372,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2000",79.5350295435364,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2001",89.3885494028045,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2002",95.6258908504966,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2003",109.224915392944,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2004",121.417759885171,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2005",131.881702957426,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2006",151.498712532187,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2007",162.800929976751,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2008",151.501212469688,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2009",122.484437889053,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2010",105.954851128722,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2011",87.8603034924126,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2012",76.0355991100222,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2013",76.9830754231144,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2014",89.7177570560735,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2016",107.459813504662,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2017",119.174520636984,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2018",131.349216269593,
"IRL","HOUSECOST","NOMINAL","IDX2015","A","2019",134.414139645616,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2000",70.0132294702984,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2001",75.7549080309578,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2002",83.0117639963814,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2003",91.5445974469794,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2004",100.636689114484,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2005",108.225783495829,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2006",115.191197105237,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2007",121.130252286662,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2008",123.17709920595,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2009",118.646535330184,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2010",118.1,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2011",119.7,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2012",116.65,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2013",109.1,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2014",103.95,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2016",100.25,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2017",99.1749999999999,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2018",98.6249999999999,
"ITA","HOUSECOST","NOMINAL","IDX2015","A","2019",98.5499999996743,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2000",136.115295666443,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2001",130.117398713291,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2002",123.175101285608,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2003",115.554314123065,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2004",108.507083309323,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2005",103.221063986596,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2006",100.145800320159,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2007",99.1465483029145,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2008",99.8075995620011,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2009",94.0158031148504,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2010",95.3711505773843,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2011",95.4442836948861,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2012",94.5976883598649,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2013",96.1485874199037,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2014",97.6446366399411,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2016",102.219431152556,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2017",104.828375652621,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2018",106.878487727672,
"JPN","HOUSECOST","NOMINAL","IDX2015","A","2019",108.654350631694,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2000",52.3309209869121,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2001",54.3956658998589,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2002",63.4447010148756,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2003",69.1775773380148,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2004",69.6491978449422,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2005",70.3787235527086,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2006",75.0777757118359,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2007",82.5789849573125,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2008",88.4332953042019,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2009",89.218203048875,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2010",91.1793903209985,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2011",95.6413124944187,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2012",96.8186340373206,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2013",95.7694650760141,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2014",97.2713529530943,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2016",101.621461286609,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2017",102.853471903371,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2018",104.275383031526,
"KOR","HOUSECOST","NOMINAL","IDX2015","A","2019",103.968171575199,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2007",74.4199999979443,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2008",76.9075,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2009",76.02,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2010",80.14,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2011",83.0875,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2012",86.5775,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2013",90.8925,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2014",94.8775,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2016",106.005,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2017",111.9575,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2018",119.86,
"LUX","HOUSECOST","NOMINAL","IDX2015","A","2019",132.080000001478,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2005",58.0468150595703,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2006",61.9911443121492,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2007",66.7580532150067,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2008",71.3576968803517,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2009",75.0867164306314,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2010",77.2856995457963,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2011",81.7633498061321,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2012",84.3699353463276,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2013",88.6873482591514,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2014",92.4661866044348,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2016",107.282318733046,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2017",115.687671008677,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2018",125.952065234446,
"MEX","HOUSECOST","NOMINAL","IDX2015","A","2019",136.739604759942,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2000",80.0434221493274,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2001",88.9204451489599,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2002",94.6351801939706,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2003",98.0133320523423,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2004",102.264144989527,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2005",106.195,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2006",110.7325,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2007",116.095,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2008",118.64,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2009",113.35,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2010",111.4,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2011",109.19,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2012",101.86,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2013",95.7475000000001,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2014",96.5325000000001,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2016",105.0175,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2017",112.9325,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2018",123.61,
"NLD","HOUSECOST","NOMINAL","IDX2015","A","2019",132.564999999994,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2000",34.4067881906992,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2001",35.0362574206205,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2002",38.6053479676743,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2003",46.1665323717292,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2004",54.4516064006936,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2005",61.8189142822727,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2006",68.3150367514606,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2007",75.7578809455303,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2008",72.4216940184473,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2009",71.2584348785927,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2010",72.648302943419,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2011",73.5547386358057,
"NZL","HOUSECOST","NOMINAL","IDX2015","A","2012",77.0231141003721,
